status_id,"Translated(src=en, dest=en, text=status_message, pronunciation=status_message)",link_name
166841220058437_998431123566105,"Translated(src=en, dest=en, text=A report by the Women and Equalities Commission has found that sexual harassment is rising in schools. This is deeply disturbing as schools are supposed to be a safe environment for children to grow and develop as individuals. The Liberal Democrats’ Education spokesman John Pugh has called for enhanced training/information for teachers about how to spot and deal with these kinds of behaviours. This is worrying news at a time when the Conservatives are making it non-compulsory to teach sex education in Academies., pronunciation=A report by the Women and Equalities Commission has found that sexual harassment is rising in schools. This is deeply disturbing as schools are supposed to be a safe environment for children to grow and develop as individuals. The Liberal Democrats’ Education spokesman John Pugh has called for enhanced training/information for teachers about how to spot and deal with these kinds of behaviours. This is worrying news at a time when the Conservatives are making it non-compulsory to teach sex education in Academies.)",Inquiry into sexual violence in schools - BBC News
166841220058437_998408260235058,"Translated(src=en, dest=en, text=Yesterday in my role as spokesman for the House Commons Comission I announced that over the next three years extensive repairs and refurbishment will be undertaken on Big Ben and Elizabeth Tower. In order to protect and preserve the world landmark for future generations, the clock will have to stopped for several months in order for work to be carried out on the clock mechanism. http://bbc.in/1VzPfmG

Here I am with Beddington resident Ian Westworth, who has for 12 years been a Clock maker at the the Palace of Westminster., pronunciation=Yesterday in my role as spokesman for the House Commons Comission I announced that over the next three years extensive repairs and refurbishment will be undertaken on Big Ben and Elizabeth Tower. In order to protect and preserve the world landmark for future generations, the clock will have to stopped for several months in order for work to be carried out on the clock mechanism. http://bbc.in/1VzPfmG

Here I am with Beddington resident Ian Westworth, who has for 12 years been a Clock maker at the the Palace of Westminster.)",Timeline Photos
166841220058437_997955813613636,"Translated(src=en, dest=en, text=On 2nd May 2016 John Barnett (ex-Carshalton Beeches resident) will be cycling from St Andrews to London on a solo and unsupported trip. He is undertaking this ride in aid of the Eyegaze fundraising campaign of Caitlin Ronan, a 16 year old girl who has a progressive neurological disease called CIDP (Chronic Inflammatory Demyelinating Polyneuropathy). Caitlin and her family are also ex-Carshalton Beeches residents
.
The disease has meant that Caitlin has no movement below her neck and so relies heavily on help from others, but now that she has the Eyegaze system she is able to be more independent. Caitlin was able to raise enough money to buy both herself and a boy with cerebral palsy the systems and she now hopes to fund a third beneficiary. If you want to find out more about Caitlin and the Eyegaze System and wish to consider making a donation please go to her fundraising site: http://bit.ly/1SzYI72

John puts his bike through its paces!, pronunciation=On 2nd May 2016 John Barnett (ex-Carshalton Beeches resident) will be cycling from St Andrews to London on a solo and unsupported trip. He is undertaking this ride in aid of the Eyegaze fundraising campaign of Caitlin Ronan, a 16 year old girl who has a progressive neurological disease called CIDP (Chronic Inflammatory Demyelinating Polyneuropathy). Caitlin and her family are also ex-Carshalton Beeches residents
.
The disease has meant that Caitlin has no movement below her neck and so relies heavily on help from others, but now that she has the Eyegaze system she is able to be more independent. Caitlin was able to raise enough money to buy both herself and a boy with cerebral palsy the systems and she now hopes to fund a third beneficiary. If you want to find out more about Caitlin and the Eyegaze System and wish to consider making a donation please go to her fundraising site: http://bit.ly/1SzYI72

John puts his bike through its paces!)",Timeline Photos
166841220058437_997903960285488,"Translated(src=en, dest=en, text=I would like to thank everyone who attended the briefing event I held to raise awareness of  Mohamedou Ould Slahi’s case in Parliament last week. The event called for the imminent release of Slahi who has been unlawfully detained in Guantanamo Bay for 13 years and during this time he has suffered unbelievable torture and cruelty. He has written a diary about his experiences at the camp and it was extremely moving to hear actors Toby Jones and Sanjeev Bhaskar perform readings at the event.

We have hope however that on June 2nd, the periodic review board will release Mohamedou and allow him to return to his family in Mauritania., pronunciation=I would like to thank everyone who attended the briefing event I held to raise awareness of  Mohamedou Ould Slahi’s case in Parliament last week. The event called for the imminent release of Slahi who has been unlawfully detained in Guantanamo Bay for 13 years and during this time he has suffered unbelievable torture and cruelty. He has written a diary about his experiences at the camp and it was extremely moving to hear actors Toby Jones and Sanjeev Bhaskar perform readings at the event.

We have hope however that on June 2nd, the periodic review board will release Mohamedou and allow him to return to his family in Mauritania.)",Tom Brake MP: Mohamedou Slahi’s hellish nightmare in Guantanamo must end
166841220058437_997835386959012,"Translated(src=en, dest=en, text=Tomorrow I’ll be bringing a Bill to Parliament to introduce better protections for renters. With house prices out of control in London and set to rise 255% in the next ten years, many have been forced into renting and we must ensure rogue landlords don’t take advantage of this. I would like to see licensing for landlords and an end to letting fees. Letting fees are excessive and combined with the cost of a deposit, hinder many from being able to move., pronunciation=Tomorrow I’ll be bringing a Bill to Parliament to introduce better protections for renters. With house prices out of control in London and set to rise 255% in the next ten years, many have been forced into renting and we must ensure rogue landlords don’t take advantage of this. I would like to see licensing for landlords and an end to letting fees. Letting fees are excessive and combined with the cost of a deposit, hinder many from being able to move.)",Timeline Photos
166841220058437_997341887008362,"Translated(src=en, dest=en, text=Today is World Malaria Awareness Day, with organisations across the world marking their commitment to end this terrible disease. The UK Government has been key in helping this become a reality, with £90 million going towards ending malaria across the world. One billion people are still at risk from malaria, which is the cause of death for 1 in 10 children in Africa. A proportion of the International Aid budget which the Lib Dems when in Coalition secured a spending commitment on, goes towards making the end of malaria a reality.http://bit.ly/22YI2eU, pronunciation=Today is World Malaria Awareness Day, with organisations across the world marking their commitment to end this terrible disease. The UK Government has been key in helping this become a reality, with £90 million going towards ending malaria across the world. One billion people are still at risk from malaria, which is the cause of death for 1 in 10 children in Africa. A proportion of the International Aid budget which the Lib Dems when in Coalition secured a spending commitment on, goes towards making the end of malaria a reality.http://bit.ly/22YI2eU)",Home
166841220058437_997227340353150,"Translated(src=en, dest=en, text=Parliament today is again debating whether to admit 3,000 unaccompanied child refugees already in Europe, after the Government was forced to reconsider this issue by the House of Lords.

The Liberal Democrats have been calling for this since last year and the Government’s constant stalling on the issue is immoral as it has left many children alone and at risk in Europe. Save the Children, who have been working across Europe to provide relief, have detailed evidence of how these children face high risks of sexual abuse and trafficking. We must admit these children as soon as possible and help them build happy and successful lives, and allow them to be children, pronunciation=Parliament today is again debating whether to admit 3,000 unaccompanied child refugees already in Europe, after the Government was forced to reconsider this issue by the House of Lords.

The Liberal Democrats have been calling for this since last year and the Government’s constant stalling on the issue is immoral as it has left many children alone and at risk in Europe. Save the Children, who have been working across Europe to provide relief, have detailed evidence of how these children face high risks of sexual abuse and trafficking. We must admit these children as soon as possible and help them build happy and successful lives, and allow them to be children)",Timeline Photos
166841220058437_997133937029157,"Translated(src=en, dest=en, text=Only ten days to go until the London Mayoral and Assembly elections! If you haven’t already used your postal vote, put your cross on the orange ballot paper for Caroline Pidgeon’s London Liberal Democrats for a better London. And vote for Caroline Pidgeon and Amna Ahmad on the other ballot papers too!, pronunciation=Only ten days to go until the London Mayoral and Assembly elections! If you haven’t already used your postal vote, put your cross on the orange ballot paper for Caroline Pidgeon’s London Liberal Democrats for a better London. And vote for Caroline Pidgeon and Amna Ahmad on the other ballot papers too!)",Caroline Pidgeon's Election Video
166841220058437_995961833813034,"Translated(src=en, dest=en, text=Happy St George's day!, pronunciation=Happy St George's day!)",Timeline Photos
166841220058437_995549660520918,"Translated(src=en, dest=en, text=Today President Obama joined a long list of world leaders and economic experts in saying that he believes we are #StrongerIN. At the end of the day, this is our decision, but we must consider what our international allies are saying—after all, we will still need to work together. We have a storied and special relationship with the US, I believe the President has the right to express his view. To read the article, click here: http://bit.ly/2127Jfd, pronunciation=Today President Obama joined a long list of world leaders and economic experts in saying that he believes we are #StrongerIN. At the end of the day, this is our decision, but we must consider what our international allies are saying—after all, we will still need to work together. We have a storied and special relationship with the US, I believe the President has the right to express his view. To read the article, click here: http://bit.ly/2127Jfd)",
166841220058437_995512957191255,"Translated(src=en, dest=en, text=Recently Baroness Grender and Liberal Democrat peers secured a victory to prevent vulnerable tenants from being wrongly evicted. The successful amendment requires a landlord to get in touch with a third party such as a charity, local authority or individual who has helped to pay the tenant's deposit. If the landlord gets a response that the tenant has not abandoned the property they can't change the locks and reclaim it. Unfortunately the Housing and Planning Bill still penalises many vulnerable people (as well as doing nothing to address the housing shortage), the Lib Dems will continue to campaign against the Bill. http://bit.ly/268omK5, pronunciation=Recently Baroness Grender and Liberal Democrat peers secured a victory to prevent vulnerable tenants from being wrongly evicted. The successful amendment requires a landlord to get in touch with a third party such as a charity, local authority or individual who has helped to pay the tenant's deposit. If the landlord gets a response that the tenant has not abandoned the property they can't change the locks and reclaim it. Unfortunately the Housing and Planning Bill still penalises many vulnerable people (as well as doing nothing to address the housing shortage), the Lib Dems will continue to campaign against the Bill. http://bit.ly/268omK5)",Timeline Photos
166841220058437_994883547254196,"Translated(src=en, dest=en, text=Police are advising Sutton residents to be careful of ‘bogus’ traders and have provided the following tips for protecting yourself and our home:
* Don’t do business on the doorstep
* Don’t give the caller any money or your bank details
* Don’t let the callers or any of their associates into your home
* If you are suspicious, call the police on 999 immediately.
When looking to employ a trader, check they are on the Safer Sutton Trader Scheme list: http://bit.ly/1S1NlKH, pronunciation=Police are advising Sutton residents to be careful of ‘bogus’ traders and have provided the following tips for protecting yourself and our home:
* Don’t do business on the doorstep
* Don’t give the caller any money or your bank details
* Don’t let the callers or any of their associates into your home
* If you are suspicious, call the police on 999 immediately.
When looking to employ a trader, check they are on the Safer Sutton Trader Scheme list: http://bit.ly/1S1NlKH)",Timeline Photos
166841220058437_994851717257379,"Translated(src=en, dest=en, text=Our Queen, rightly being praised in a Tribute in Westminster today for her outstanding public service. God Save the Queen, pronunciation=Our Queen, rightly being praised in a Tribute in Westminster today for her outstanding public service. God Save the Queen)",Timeline Photos
166841220058437_994814367261114,"Translated(src=en, dest=en, text=I have recently supported an EDM condemning Conservative changes to planning law, that remove the requirement of planning permission when converting a launderette into either another commercial dwelling, or housing. This is wrong, as many on low incomes or living in rented accommodation depend on launderettes as the only way to clean their clothes. http://bit.ly/22EiGmn, pronunciation=I have recently supported an EDM condemning Conservative changes to planning law, that remove the requirement of planning permission when converting a launderette into either another commercial dwelling, or housing. This is wrong, as many on low incomes or living in rented accommodation depend on launderettes as the only way to clean their clothes. http://bit.ly/22EiGmn)",Timeline Photos
166841220058437_994420843967133,"Translated(src=en, dest=en, text=I recently had the great pleasure of meeting Dr Barihinduka the head of PICHEAM (Programme for the Improvement of Child Health Hospital Management). Their aim is to improve the standards of healthcare in Burundi and to reduce child mortality. PICHEAM enables British paediatricians to spend time in Burundi to teach, share skills and provide resources. This is a fantastic charity, please like their facebook page - https://www.facebook.com/Picheam/ and visit their website for more information. http://bit.ly/1qm6V8f, pronunciation=I recently had the great pleasure of meeting Dr Barihinduka the head of PICHEAM (Programme for the Improvement of Child Health Hospital Management). Their aim is to improve the standards of healthcare in Burundi and to reduce child mortality. PICHEAM enables British paediatricians to spend time in Burundi to teach, share skills and provide resources. This is a fantastic charity, please like their facebook page - https://www.facebook.com/Picheam/ and visit their website for more information. http://bit.ly/1qm6V8f)",Picheam - Programme for the Improvement of CHild HEAlth hospital Management
166841220058437_994323770643507,"Translated(src=en, dest=en, text=Watch my analysis following the EU referendum debate I had with Pro-Leave MP Paul Scully on Friday. Mr. Scully was unable to articulate what our trading relationship with the EU would look like if we were to Brexit. This is a fundamental question that Brexiters have not answered. With over 3 million UK jobs linked to the EU, the people of Britain deserve to know their plans (if they have any). Get the real facts about our relationship with the EU here: http://bit.ly/1pcC3pN, pronunciation=Watch my analysis following the EU referendum debate I had with Pro-Leave MP Paul Scully on Friday. Mr. Scully was unable to articulate what our trading relationship with the EU would look like if we were to Brexit. This is a fundamental question that Brexiters have not answered. With over 3 million UK jobs linked to the EU, the people of Britain deserve to know their plans (if they have any). Get the real facts about our relationship with the EU here: http://bit.ly/1pcC3pN)",Tom Brake MP speaks after the first #eurefsutton debate
166841220058437_994277833981434,"Translated(src=en, dest=en, text=Liberal Democrat, London Mayoral candidate Caroline Pidgeon is a transport specialist after spending 8 years on Greater London Authority. Caroline has been campaigning for the introduction of an hour bus ticket for the last six years and would make sure it was implemented if elected next month. The hour long bus ticket is a fantastic idea, and would not penalise commuters who have to change buses on their route.

Caroline is a long time supporter of bringing the tram to Sutton and of course welcomes the belated support of other Mayoral candidates!

Postal votes are arriving this week! Vote Caroline Pidgeon & London Liberal Democrats in the orange list for a better London., pronunciation=Liberal Democrat, London Mayoral candidate Caroline Pidgeon is a transport specialist after spending 8 years on Greater London Authority. Caroline has been campaigning for the introduction of an hour bus ticket for the last six years and would make sure it was implemented if elected next month. The hour long bus ticket is a fantastic idea, and would not penalise commuters who have to change buses on their route.

Caroline is a long time supporter of bringing the tram to Sutton and of course welcomes the belated support of other Mayoral candidates!

Postal votes are arriving this week! Vote Caroline Pidgeon & London Liberal Democrats in the orange list for a better London.)",Timeline Photos
166841220058437_994238907318660,"Translated(src=en, dest=en, text=April is Bowel Cancer Awareness month and @BowelCancerUK are encouraging everyone of screening age (60+) to take the test. Screening is the best way to detect bowel cancer early, when there is the best chance of survival. Currently only around 56% of eligible people in Sutton take up the test. So I am urging anyone who is eligible to take the test – it could save your life. For more information see http://bit.ly/1MRQbzy, pronunciation=April is Bowel Cancer Awareness month and @BowelCancerUK are encouraging everyone of screening age (60+) to take the test. Screening is the best way to detect bowel cancer early, when there is the best chance of survival. Currently only around 56% of eligible people in Sutton take up the test. So I am urging anyone who is eligible to take the test – it could save your life. For more information see http://bit.ly/1MRQbzy)",Timeline Photos
166841220058437_993774314031786,"Translated(src=en, dest=en, text=The Liberal Democrats have recently announced plans to give fathers an extra four weeks paternity leave. This will increase the protected paternity leave for fathers to 6 weeks and is an attempt to combat the low uptake of shared paternity leave – currently 30% of fathers are taking up the leave. This is a fantastic opportunity for men to bond with their children, pronunciation=The Liberal Democrats have recently announced plans to give fathers an extra four weeks paternity leave. This will increase the protected paternity leave for fathers to 6 weeks and is an attempt to combat the low uptake of shared paternity leave – currently 30% of fathers are taking up the leave. This is a fantastic opportunity for men to bond with their children)",Timeline Photos
166841220058437_993730044036213,"Translated(src=en, dest=en, text=At the Honeywood Museum, Carshalton until the 22nd May is a free exhibition of historic samplers. Mostly dating from the 19th century, they have been stitched by children as young as 10. Examples will include band samplers, boxer figures, sport motifs, and Berlin wool work. To find out more visit the website: http://bit.ly/1V9hZSP, pronunciation=At the Honeywood Museum, Carshalton until the 22nd May is a free exhibition of historic samplers. Mostly dating from the 19th century, they have been stitched by children as young as 10. Examples will include band samplers, boxer figures, sport motifs, and Berlin wool work. To find out more visit the website: http://bit.ly/1V9hZSP)",Honeywood Museum Exhibitions
166841220058437_993675937374957,"Translated(src=en, dest=en, text=The Leave campaign is trading on what can at best be described as misinformation.  There are so many falsehoods and rumours around that it can be difficult to differentiate between fact and fiction.
I would like to hear what your top concerns about Britain’s EU membership are or what you think has been the most unclear. What do you think is unclear so far? Share and complete my poll here http://bit.ly/1qVTUCt, pronunciation=The Leave campaign is trading on what can at best be described as misinformation.  There are so many falsehoods and rumours around that it can be difficult to differentiate between fact and fiction.
I would like to hear what your top concerns about Britain’s EU membership are or what you think has been the most unclear. What do you think is unclear so far? Share and complete my poll here http://bit.ly/1qVTUCt)",Timeline Photos
166841220058437_993233000752584,"Translated(src=en, dest=en, text=I greatly enjoyed meeting members of the Speak Up Partnership today in Westminster. They campaign on issues that affect people with learning disabilities as well as the wider community in Sutton., pronunciation=I greatly enjoyed meeting members of the Speak Up Partnership today in Westminster. They campaign on issues that affect people with learning disabilities as well as the wider community in Sutton.)",
166841220058437_993223820753502,"Translated(src=en, dest=en, text=Today and over the next few days, voters who have registered for a postal vote in Sutton will start to receive their postal votes.

Please back Caroline Pidgeon’s London Liberal Democrats team on the orange ballot paper. They are a young and enthusiastic team who could make a real difference in London and could help deliver an extra 3,000 police officers across London, 200,000 homes in London and bring the tram here.

Please also back Caroline Pidgeon for Mayor and Amna Ahmad for the Sutton and Croydon constituency., pronunciation=Today and over the next few days, voters who have registered for a postal vote in Sutton will start to receive their postal votes.

Please back Caroline Pidgeon’s London Liberal Democrats team on the orange ballot paper. They are a young and enthusiastic team who could make a real difference in London and could help deliver an extra 3,000 police officers across London, 200,000 homes in London and bring the tram here.

Please also back Caroline Pidgeon for Mayor and Amna Ahmad for the Sutton and Croydon constituency.)",Timeline Photos
166841220058437_993194764089741,"Translated(src=en, dest=en, text=Her Majesty’s Treasury has issued a serious warning for Britain if we leave the EU. In a study released today, HMT states that Brexit would lead to a 6% cut in the size of our economy in the long term, costing every household £4,300 a year. Is that a price you are willing to pay? Read more here http://bit.ly/1qBtLsm, pronunciation=Her Majesty’s Treasury has issued a serious warning for Britain if we leave the EU. In a study released today, HMT states that Brexit would lead to a 6% cut in the size of our economy in the long term, costing every household £4,300 a year. Is that a price you are willing to pay? Read more here http://bit.ly/1qBtLsm)",Timeline Photos
166841220058437_993056244103593,"Translated(src=en, dest=en, text=Today is the last day to register, if you want to vote on May 5th. Don’t become one of the missing million. http://bit.ly/16u7v9m, pronunciation=Today is the last day to register, if you want to vote on May 5th. Don’t become one of the missing million. http://bit.ly/16u7v9m)",Timeline Photos
166841220058437_993039407438610,"Translated(src=en, dest=en, text=I would like to express my deepest sympathies to those to those affected by the earthquake that hit Ecuador on Saturday. http://bit.ly/1Ni3QjI, pronunciation=I would like to express my deepest sympathies to those to those affected by the earthquake that hit Ecuador on Saturday. http://bit.ly/1Ni3QjI)",Ecuador earthquake: More than 230 killed with many still trapped
166841220058437_991352577607293,"Translated(src=en, dest=en, text=Watch this interview in Sutton Voice with Merlene Emerson London wide GLA candidate, on why you should vote Liberal Democrat on May 5th.
http://bit.ly/1UDvdHB, pronunciation=Watch this interview in Sutton Voice with Merlene Emerson London wide GLA candidate, on why you should vote Liberal Democrat on May 5th.
http://bit.ly/1UDvdHB)",Timeline Photos
166841220058437_991307964278421,"Translated(src=en, dest=en, text=This winter has seen very low spring levels at the river Wandle in Carshalton and after concerns from local residents I raised this with the Environment Agency. These ponds are naturally fed by the local chalk springs, and the strength of the spring flow varies throughout the seasons dependent upon the local groundwater levels. Groundwater levels for the Chalk had been ‘below normal’ for the 6 months before February, with groundwater levels being at their seasonal lowest in early winter resulting in weak spring flow. 

There have also been issues with Sutton and East Surrey Water being unable to divert water into these areas due to operational issues, as would be usual practice when water levels dropped. This has now been resolved. The South East Rivers Trust monitors the wildlife dependent on the Wandle. http://bit.ly/1MYBJWA, pronunciation=This winter has seen very low spring levels at the river Wandle in Carshalton and after concerns from local residents I raised this with the Environment Agency. These ponds are naturally fed by the local chalk springs, and the strength of the spring flow varies throughout the seasons dependent upon the local groundwater levels. Groundwater levels for the Chalk had been ‘below normal’ for the 6 months before February, with groundwater levels being at their seasonal lowest in early winter resulting in weak spring flow. 

There have also been issues with Sutton and East Surrey Water being unable to divert water into these areas due to operational issues, as would be usual practice when water levels dropped. This has now been resolved. The South East Rivers Trust monitors the wildlife dependent on the Wandle. http://bit.ly/1MYBJWA)",Timeline Photos
166841220058437_991226130953271,"Translated(src=en, dest=en, text=The Mayor of Sutton is hosting a charity concert on the 30th April to raise funds for St Raphael’s Hospice and The Change Foundation. It should be a wonderful evening. Please support the Mayor’s charity if you can., pronunciation=The Mayor of Sutton is hosting a charity concert on the 30th April to raise funds for St Raphael’s Hospice and The Change Foundation. It should be a wonderful evening. Please support the Mayor’s charity if you can.)",Timeline Photos
166841220058437_990719711003913,"Translated(src=en, dest=en, text=I met with Harry Hamilton last week in his role as Deputy Youth MP for Sutton as part of the Youth Parliament programme. Harry has many fantastic ideas, and one of those is to see an improvement in how life skills are taught in schools. Therefore, he is asking as many young people as possible to fill out this survey to find which skills are most valuable. Please share http://bit.ly/22cl1og, pronunciation=I met with Harry Hamilton last week in his role as Deputy Youth MP for Sutton as part of the Youth Parliament programme. Harry has many fantastic ideas, and one of those is to see an improvement in how life skills are taught in schools. Therefore, he is asking as many young people as possible to fill out this survey to find which skills are most valuable. Please share http://bit.ly/22cl1og)",Life skills in schools Survey
166841220058437_990713084337909,"Translated(src=en, dest=en, text=The Conservatives have found a new way to ignore the needs of young people by barring under 23’s from the help to buy schemes. Furthermore, young people under 25 are being excluded from the rise in the minimum wage and young people are having student grants removed. We cannot continue to ignore the needs of the next generation. 

The Lib Dems are the only party with a convincing house-building plan, we would set targets to build 300,000 new homes a year, with 10 new garden cities., pronunciation=The Conservatives have found a new way to ignore the needs of young people by barring under 23’s from the help to buy schemes. Furthermore, young people under 25 are being excluded from the rise in the minimum wage and young people are having student grants removed. We cannot continue to ignore the needs of the next generation. 

The Lib Dems are the only party with a convincing house-building plan, we would set targets to build 300,000 new homes a year, with 10 new garden cities.)",Timeline Photos
166841220058437_990139564395261,"Translated(src=en, dest=en, text=Debating Paul Scully, Conservative MP for Sutton and Cheam, this Friday regarding the EU Referendum. Come at 7.00pm to Stanley Park High School to hear why I think we’re better, safer and stronger in the EU!, pronunciation=Debating Paul Scully, Conservative MP for Sutton and Cheam, this Friday regarding the EU Referendum. Come at 7.00pm to Stanley Park High School to hear why I think we’re better, safer and stronger in the EU!)",Timeline Photos
166841220058437_990007517741799,"Translated(src=en, dest=en, text=Happy Vaisakhi! I hope everyone who is celebrating has a wonderful day, pronunciation=Happy Vaisakhi! I hope everyone who is celebrating has a wonderful day)",Timeline Photos
166841220058437_989643681111516,"Translated(src=en, dest=en, text=Have you seen this jewellery? These items of jewellery were stolen from The Ridgeway in Sutton on Saturday, 19 March between 20:10-20:37hrs. If you have any information, have seen any of these items of jewellery or are offered any of these items for sale, please contact Sutton Police station on 101 quoting ref no: 4003134/16. Alternatively, contact Crimestoppers anonymously on 0800 555 111. Please Share, pronunciation=Have you seen this jewellery? These items of jewellery were stolen from The Ridgeway in Sutton on Saturday, 19 March between 20:10-20:37hrs. If you have any information, have seen any of these items of jewellery or are offered any of these items for sale, please contact Sutton Police station on 101 quoting ref no: 4003134/16. Alternatively, contact Crimestoppers anonymously on 0800 555 111. Please Share)",Timeline Photos
166841220058437_989562821119602,"Translated(src=en, dest=en, text=I’m calling for the train companies to make passengers more aware of compensation schemes, and compensate them for delays sooner. 

My proposed change would cut the threshold for delay compensation in half, with 50% compensation on offer for delays of 15-29 minutes and 100% compensation for journeys delayed by 30 minutes or more. Sign the petition here - http://bit.ly/1OMXJ1X, pronunciation=I’m calling for the train companies to make passengers more aware of compensation schemes, and compensate them for delays sooner. 

My proposed change would cut the threshold for delay compensation in half, with 50% compensation on offer for delays of 15-29 minutes and 100% compensation for journeys delayed by 30 minutes or more. Sign the petition here - http://bit.ly/1OMXJ1X)",Timeline Photos
166841220058437_989405197802031,"Translated(src=en, dest=en, text=Caroline Pidgeon, Lib Dem candidate for London Mayor last week outlined what her main priorities would be as London Mayor - radically improving the air quality in London, currently a silent killer. 

To do so, she would ban dirty diesel vehicles in central London and speed up the electrification of single decker buses and taxis. Caroline is the most qualified candidate. 

She has spent 12 years as a councillor and 8 years on the London Assembly during which she has regularly challenged London’s Mayor Boris Johnson. http://bit.ly/1UZ8x4M, pronunciation=Caroline Pidgeon, Lib Dem candidate for London Mayor last week outlined what her main priorities would be as London Mayor - radically improving the air quality in London, currently a silent killer. 

To do so, she would ban dirty diesel vehicles in central London and speed up the electrification of single decker buses and taxis. Caroline is the most qualified candidate. 

She has spent 12 years as a councillor and 8 years on the London Assembly during which she has regularly challenged London’s Mayor Boris Johnson. http://bit.ly/1UZ8x4M)",Pidgeon: I want to do something as Mayor rather than just ‘be’ someone
166841220058437_988937264515491,"Translated(src=en, dest=en, text=Last week the Foreign Affairs Committee published a report outlining their concerns that the Conservative Government are now placing trade with countries with poor human rights records above condemning their behaviour. They especially highlighted the lack of criticism of China, Saudi Arabia and Egypt where widespread human rights abuses are prevalent. 

If the UK wants to be a global leader in the world, we also need to lead by example and refuse to remain silent on human rights abuses in favour of profit., pronunciation=Last week the Foreign Affairs Committee published a report outlining their concerns that the Conservative Government are now placing trade with countries with poor human rights records above condemning their behaviour. They especially highlighted the lack of criticism of China, Saudi Arabia and Egypt where widespread human rights abuses are prevalent. 

If the UK wants to be a global leader in the world, we also need to lead by example and refuse to remain silent on human rights abuses in favour of profit.)",Timeline Photos
166841220058437_988857841190100,"Translated(src=en, dest=en, text=Written for the New Statesman on why we urgently need to reform how tax havens work after the Panama Papers scandal. bit.ly/1VMN6CG, pronunciation=Written for the New Statesman on why we urgently need to reform how tax havens work after the Panama Papers scandal. bit.ly/1VMN6CG)",The Panama scandal is a stain on our country
166841220058437_988827704526447,"Translated(src=en, dest=en, text=After the recent rise in the minimum wage, I have heard worrying stories that big business employers such as B&Q are reducing staff benefits as a result. It is alleged that the companies are using the living wage as an excuse to remove 1.5 pay for Sunday’s/Bank Holidays and bonuses. If any residents of Carshalton and Wallington have experienced this, please private message me the details., pronunciation=After the recent rise in the minimum wage, I have heard worrying stories that big business employers such as B&Q are reducing staff benefits as a result. It is alleged that the companies are using the living wage as an excuse to remove 1.5 pay for Sunday’s/Bank Holidays and bonuses. If any residents of Carshalton and Wallington have experienced this, please private message me the details.)",Timeline Photos
166841220058437_988811034528114,"Translated(src=en, dest=en, text=I was recently contacted by a number of residents about motorbike noise on Imperial Way in Wallington. Yesterday I drove to the site to identify the source of motorbike noise.

There was what can only be described as a motorcycle and quad bike meet going on. This was audible from about a mile in every direction.  I have now contacted Sutton's borough commander asking what action they are going to take, as apart from creating a disturbance, the motorcyclists and others are risking injury to themselves and others. I will keep everyone updated., pronunciation=I was recently contacted by a number of residents about motorbike noise on Imperial Way in Wallington. Yesterday I drove to the site to identify the source of motorbike noise.

There was what can only be described as a motorcycle and quad bike meet going on. This was audible from about a mile in every direction.  I have now contacted Sutton's borough commander asking what action they are going to take, as apart from creating a disturbance, the motorcyclists and others are risking injury to themselves and others. I will keep everyone updated.)",Timeline Photos
166841220058437_988781821197702,"Translated(src=en, dest=en, text=Very sad to hear of ""Kill Ahmadi"" leaflets found in Stockwell mosque. Will stand with Ahmadis to fight this hatred., pronunciation=Very sad to hear of ""Kill Ahmadi"" leaflets found in Stockwell mosque. Will stand with Ahmadis to fight this hatred.)",Timeline Photos
166841220058437_987109961364888,"Translated(src=en, dest=en, text=Today is International Romani Day, where people come together to celebrate their traditions and raise awareness to the persecution still faced by Romani. Romanis have been persecuted across  Balkan states for the last 100 years. Many Romanis are still facing barriers to attaining employment, education and housing; the foundations to a successful life. bit.ly/1Nd1e1b, pronunciation=Today is International Romani Day, where people come together to celebrate their traditions and raise awareness to the persecution still faced by Romani. Romanis have been persecuted across  Balkan states for the last 100 years. Many Romanis are still facing barriers to attaining employment, education and housing; the foundations to a successful life. bit.ly/1Nd1e1b)",Timeline Photos
166841220058437_987096001366284,"Translated(src=en, dest=en, text=One of the fears circulating in the debate over our future in the EU is that of the instability in the Eurozone spilling over to the UK. Whilst the problems facing some of the Eurozone countries have been felt in Britain to some extent, leaving the EU would not protect us in the future. Being a member of the European Union means that, although challenges might be felt in the UK, we also benefit from the EU as our main source of trade and investment – something there are no guarantees for if we leave. And being in the EU means we are part of a market of 500 million people. This keeps prices down in the shops., pronunciation=One of the fears circulating in the debate over our future in the EU is that of the instability in the Eurozone spilling over to the UK. Whilst the problems facing some of the Eurozone countries have been felt in Britain to some extent, leaving the EU would not protect us in the future. Being a member of the European Union means that, although challenges might be felt in the UK, we also benefit from the EU as our main source of trade and investment – something there are no guarantees for if we leave. And being in the EU means we are part of a market of 500 million people. This keeps prices down in the shops.)",Timeline Photos
